B, F1, F2, H, B, H1, H2, F, comm_cost, num_nodes, mem_cost
1,2,2,1,1,1,8,2,1325400064.0,20,455344128.0
1,2,4,1,1,1,1,2,1325400064.0,10,456130560.0
1,2,4,2,1,1,4,1,1325400064.0,20,454557696.0
1,8,1,1,2,2,1,2,1325400064.0,16,354418688.0
2,2,1,2,1,8,1,1,1325400064.0,16,354418688.0
1,1,4,1,2,1,8,1,1326448640.0,20,454557696.0
2,1,8,1,1,1,4,1,1326448640.0,20,454557696.0
1,1,8,1,8,2,1,1,1327497216.0,24,342360064.0
8,2,1,1,1,1,8,1,1327497216.0,24,342360064.0
1,2,1,4,1,8,1,1,1329594368.0,16,361758720.0
1,4,2,1,2,2,1,2,1329594368.0,16,356515840.0
1,8,1,1,1,2,1,4,1329594368.0,16,361758720.0
1,8,1,1,4,1,2,1,1329594368.0,16,354418688.0
2,2,1,2,1,4,2,1,1329594368.0,16,356515840.0
4,1,2,1,1,8,1,1,1329594368.0,16,354418688.0
1,8,1,1,2,1,2,2,1331691520.0,16,361758720.0
2,1,2,2,1,8,1,1,1331691520.0,16,361758720.0
1,1,8,1,2,1,1,1,1333788672.0,10,457703424.0
1,2,1,4,1,4,2,1,1333788672.0,16,363855872.0
1,4,2,1,1,2,1,4,1333788672.0,16,363855872.0
1,4,2,1,4,1,2,1,1333788672.0,16,356515840.0
1,8,1,1,4,2,1,1,1333788672.0,16,352321536.0
2,1,1,1,1,1,8,1,1333788672.0,10,457703424.0
4,1,2,1,1,4,2,1,1333788672.0,16,356515840.0
4,2,1,1,1,8,1,1,1333788672.0,16,352321536.0
1,4,2,1,2,1,2,2,1335885824.0,16,363855872.0
2,1,2,2,1,4,2,1,1335885824.0,16,363855872.0
1,2,4,1,2,2,1,2,1337982976.0,16,363855872.0
1,4,2,1,4,2,1,1,1337982976.0,16,354418688.0
2,2,1,2,1,2,4,1,1337982976.0,16,363855872.0
4,2,1,1,1,4,2,1,1337982976.0,16,354418688.0
1,1,1,2,1,1,8,1,1342177280.0,10,472383488.0
1,1,4,1,1,1,8,2,1342177280.0,20,471072768.0
1,1,8,1,1,1,1,2,1342177280.0,10,472383488.0
1,1,8,2,1,1,4,1,1342177280.0,20,471072768.0
1,2,1,4,1,2,4,1,1342177280.0,16,371195904.0
1,2,4,1,1,2,1,4,1342177280.0,16,371195904.0
1,2,4,1,4,1,2,1,1342177280.0,16,363855872.0
4,1,2,1,1,2,4,1,1342177280.0,16,363855872.0
1,2,4,1,2,1,2,2,1344274432.0,16,371195904.0
2,1,2,2,1,2,4,1,1344274432.0,16,371195904.0
1,1,2,4,1,8,1,1,1346371584.0,16,378011648.0
1,2,4,1,4,2,1,1,1346371584.0,16,361758720.0
1,8,1,1,1,1,2,4,1346371584.0,16,378011648.0
4,2,1,1,1,2,4,1,1346371584.0,16,361758720.0
1,1,2,4,1,4,2,1,1350565888.0,16,380108800.0
1,4,2,1,1,1,2,4,1350565888.0,16,380108800.0
1,1,8,1,2,2,1,2,1354760192.0,16,380108800.0
2,2,1,2,1,1,8,1,1354760192.0,16,380108800.0
1,1,2,4,1,2,4,1,1358954496.0,16,387448832.0
1,1,8,1,1,2,1,4,1358954496.0,16,387448832.0
1,1,8,1,4,1,2,1,1358954496.0,16,380108800.0
1,2,1,4,1,1,8,1,1358954496.0,16,387448832.0
1,2,4,1,1,1,2,4,1358954496.0,16,387448832.0
1,4,1,1,1,4,1,1,1358954496.0,8,562036736.0
4,1,2,1,1,1,8,1,1358954496.0,16,380108800.0
1,1,8,1,2,1,2,2,1361051648.0,16,387448832.0
2,1,2,2,1,1,8,1,1361051648.0,16,387448832.0
1,1,8,1,4,2,1,1,1363148800.0,16,378011648.0
4,2,1,1,1,1,8,1,1363148800.0,16,378011648.0
1,2,2,1,1,4,1,1,1367343104.0,8,568328192.0
1,4,1,1,1,2,2,1,1367343104.0,8,568328192.0
1,1,2,4,1,1,8,1,1375731712.0,16,403701760.0
1,1,8,1,1,1,2,4,1375731712.0,16,403701760.0
1,2,2,1,1,2,2,1,1375731712.0,8,574619648.0
1,1,1,1,1,8,1,1,1379926016.0,9,583008256.0
1,8,1,1,1,1,1,1,1379926016.0,9,583008256.0
1,1,1,1,1,4,2,1,1384120320.0,9,585105408.0
1,1,4,1,1,4,1,1,1384120320.0,8,584056832.0
1,4,1,1,1,1,4,1,1384120320.0,8,584056832.0
1,4,2,1,1,1,1,1,1384120320.0,9,585105408.0
1,4,1,4,1,8,1,1,1388314624.0,24,353370112.0
1,8,1,1,1,4,1,4,1388314624.0,24,353370112.0
1,8,1,1,2,4,1,2,1388314624.0,24,350224384.0
2,4,1,2,1,8,1,1,1388314624.0,24,350224384.0
1,8,1,1,2,2,2,2,1390411776.0,24,353370112.0
2,2,2,2,1,8,1,1,1390411776.0,24,353370112.0
1,1,1,1,1,2,4,1,1392508928.0,9,592445440.0
1,1,4,1,1,2,2,1,1392508928.0,8,590348288.0
1,2,2,1,1,1,4,1,1392508928.0,8,590348288.0
1,2,4,1,1,1,1,1,1392508928.0,9,592445440.0
1,4,1,4,1,4,2,1,1392508928.0,24,355467264.0
1,4,2,1,1,4,1,4,1392508928.0,24,355467264.0
1,4,2,1,2,4,1,2,1392508928.0,24,352321536.0
1,8,1,1,4,1,4,1,1392508928.0,24,353370112.0
1,8,1,1,4,2,2,1,1392508928.0,24,350224384.0
2,4,1,2,1,4,2,1,1392508928.0,24,352321536.0
4,1,4,1,1,8,1,1,1392508928.0,24,353370112.0
4,2,2,1,1,8,1,1,1392508928.0,24,350224384.0
1,4,2,1,2,2,2,2,1394606080.0,24,355467264.0
2,2,2,2,1,4,2,1,1394606080.0,24,355467264.0
1,2,2,4,1,8,1,1,1396703232.0,24,361234432.0
1,4,2,1,4,1,4,1,1396703232.0,24,355467264.0
1,4,2,1,4,2,2,1,1396703232.0,24,352321536.0
1,8,1,1,1,2,2,4,1396703232.0,24,361234432.0
4,1,4,1,1,4,2,1,1396703232.0,24,355467264.0
4,2,2,1,1,4,2,1,1396703232.0,24,352321536.0
1,8,1,1,2,1,4,2,1397751808.0,24,361234432.0
2,1,4,2,1,8,1,1,1397751808.0,24,361234432.0
1,8,1,1,4,4,1,1,1398800384.0,24,350224384.0
4,4,1,1,1,8,1,1,1398800384.0,24,350224384.0
1,2,2,4,1,4,2,1,1400897536.0,24,363331584.0
1,2,4,1,1,4,1,4,1400897536.0,24,362807296.0
1,2,4,1,2,4,1,2,1400897536.0,24,359661568.0
1,4,1,4,1,2,4,1,1400897536.0,24,362807296.0
1,4,2,1,1,2,2,4,1400897536.0,24,363331584.0
2,4,1,2,1,2,4,1,1400897536.0,24,359661568.0
1,4,2,1,2,1,4,2,1401946112.0,24,363331584.0
2,1,4,2,1,4,2,1,1401946112.0,24,363331584.0
1,2,4,1,2,2,2,2,1402994688.0,24,362807296.0
1,4,2,1,4,4,1,1,1402994688.0,24,352321536.0
2,2,2,2,1,2,4,1,1402994688.0,24,362807296.0
4,4,1,1,1,4,2,1,1402994688.0,24,352321536.0
1,2,4,1,4,1,4,1,1405091840.0,24,362807296.0
1,2,4,1,4,2,2,1,1405091840.0,24,359661568.0
4,1,4,1,1,2,4,1,1405091840.0,24,362807296.0
4,2,2,1,1,2,4,1,1405091840.0,24,359661568.0
1,1,1,1,1,1,8,1,1409286144.0,9,608698368.0
1,1,4,1,1,1,4,1,1409286144.0,8,606076928.0
1,1,8,1,1,1,1,1,1409286144.0,9,608698368.0
1,2,2,4,1,2,4,1,1409286144.0,24,370671616.0
1,2,4,1,1,2,2,4,1409286144.0,24,370671616.0
1,2,4,1,2,1,4,2,1410334720.0,24,370671616.0
2,1,4,2,1,2,4,1,1410334720.0,24,370671616.0
1,2,4,1,4,4,1,1,1411383296.0,24,359661568.0
4,4,1,1,1,2,4,1,1411383296.0,24,359661568.0
1,1,4,4,1,8,1,1,1413480448.0,24,377749504.0
1,8,1,1,1,1,4,4,1413480448.0,24,377749504.0
1,1,4,4,1,4,2,1,1417674752.0,24,379846656.0
1,1,8,1,1,4,1,4,1417674752.0,24,379060224.0
1,1,8,1,2,4,1,2,1417674752.0,24,375914496.0
1,4,1,4,1,1,8,1,1417674752.0,24,379060224.0
1,4,2,1,1,1,4,4,1417674752.0,24,379846656.0
2,4,1,2,1,1,8,1,1417674752.0,24,375914496.0
1,1,8,1,2,2,2,2,1419771904.0,24,379060224.0
2,2,2,2,1,1,8,1,1419771904.0,24,379060224.0
1,1,8,1,4,1,4,1,1421869056.0,24,379060224.0
1,1,8,1,4,2,2,1,1421869056.0,24,375914496.0
4,1,4,1,1,1,8,1,1421869056.0,24,379060224.0
4,2,2,1,1,1,8,1,1421869056.0,24,375914496.0
1,1,4,4,1,2,4,1,1426063360.0,24,387186688.0
1,1,8,1,1,2,2,4,1426063360.0,24,386924544.0
1,2,2,4,1,1,8,1,1426063360.0,24,386924544.0
1,2,4,1,1,1,4,4,1426063360.0,24,387186688.0
1,1,8,1,2,1,4,2,1427111936.0,24,386924544.0
2,1,4,2,1,1,8,1,1427111936.0,24,386924544.0
1,1,8,1,4,4,1,1,1428160512.0,24,375914496.0
4,4,1,1,1,1,8,1,1428160512.0,24,375914496.0
1,2,1,2,1,8,1,1,1430257664.0,12,429916160.0
1,8,1,1,1,2,1,2,1430257664.0,12,429916160.0
1,8,1,1,2,2,1,1,1430257664.0,12,423624704.0
2,2,1,1,1,8,1,1,1430257664.0,12,423624704.0
1,2,1,2,1,4,2,1,1434451968.0,12,432013312.0
1,4,2,1,1,2,1,2,1434451968.0,12,432013312.0
1,4,2,1,2,2,1,1,1434451968.0,12,425721856.0
1,8,1,1,2,1,2,1,1434451968.0,12,429916160.0
2,1,2,1,1,8,1,1,1434451968.0,12,429916160.0
2,2,1,1,1,4,2,1,1434451968.0,12,425721856.0
1,4,2,1,2,1,2,1,1438646272.0,12,432013312.0
2,1,2,1,1,4,2,1,1438646272.0,12,432013312.0
1,1,4,4,1,1,8,1,1442840576.0,24,403439616.0
1,1,8,1,1,1,4,4,1442840576.0,24,403439616.0
1,2,1,2,1,2,4,1,1442840576.0,12,439353344.0
1,2,4,1,1,2,1,2,1442840576.0,12,439353344.0
1,2,4,1,2,2,1,1,1442840576.0,12,433061888.0
2,2,1,1,1,2,4,1,1442840576.0,12,433061888.0
1,1,2,2,1,8,1,1,1447034880.0,12,445644800.0
1,2,4,1,2,1,2,1,1447034880.0,12,439353344.0
1,8,1,1,1,1,2,2,1447034880.0,12,445644800.0
2,1,2,1,1,2,4,1,1447034880.0,12,439353344.0
1,1,2,2,1,4,2,1,1451229184.0,12,447741952.0
1,4,2,1,1,1,2,2,1451229184.0,12,447741952.0
1,1,2,2,1,2,4,1,1459617792.0,12,455081984.0
1,1,8,1,1,2,1,2,1459617792.0,12,455606272.0
1,1,8,1,2,2,1,1,1459617792.0,12,449314816.0
1,2,1,2,1,1,8,1,1459617792.0,12,455606272.0
1,2,4,1,1,1,2,2,1459617792.0,12,455081984.0
2,2,1,1,1,1,8,1,1459617792.0,12,449314816.0
1,1,8,1,2,1,2,1,1463812096.0,12,455606272.0
2,1,2,1,1,1,8,1,1463812096.0,12,455606272.0
1,1,2,2,1,1,8,1,1476395008.0,12,471334912.0
1,1,8,1,1,1,2,2,1476395008.0,12,471334912.0
1,4,1,2,1,8,1,1,1556086784.0,16,421527552.0
1,8,1,1,1,4,1,2,1556086784.0,16,421527552.0
1,4,1,2,1,4,2,1,1560281088.0,16,423624704.0
1,4,2,1,1,4,1,2,1560281088.0,16,423624704.0
1,8,1,1,2,2,2,1,1560281088.0,16,421527552.0
1,8,1,1,2,4,1,1,1560281088.0,16,419430400.0
2,2,2,1,1,8,1,1,1560281088.0,16,421527552.0
2,4,1,1,1,8,1,1,1560281088.0,16,419430400.0
1,2,2,2,1,8,1,1,1564475392.0,16,428867584.0
1,4,2,1,2,2,2,1,1564475392.0,16,423624704.0
1,4,2,1,2,4,1,1,1564475392.0,16,421527552.0
1,8,1,1,1,2,2,2,1564475392.0,16,428867584.0
2,2,2,1,1,4,2,1,1564475392.0,16,423624704.0
2,4,1,1,1,4,2,1,1564475392.0,16,421527552.0
1,8,1,1,2,1,4,1,1566572544.0,16,428867584.0
2,1,4,1,1,8,1,1,1566572544.0,16,428867584.0
1,2,2,2,1,4,2,1,1568669696.0,16,430964736.0
1,2,4,1,1,4,1,2,1568669696.0,16,430964736.0
1,4,1,2,1,2,4,1,1568669696.0,16,430964736.0
1,4,2,1,1,2,2,2,1568669696.0,16,430964736.0
1,4,2,1,2,1,4,1,1570766848.0,16,430964736.0
2,1,4,1,1,4,2,1,1570766848.0,16,430964736.0
1,2,4,1,2,2,2,1,1572864000.0,16,430964736.0
1,2,4,1,2,4,1,1,1572864000.0,16,428867584.0
2,2,2,1,1,2,4,1,1572864000.0,16,430964736.0
2,4,1,1,1,2,4,1,1572864000.0,16,428867584.0
1,2,2,2,1,2,4,1,1577058304.0,16,438304768.0
1,2,4,1,1,2,2,2,1577058304.0,16,438304768.0
1,2,4,1,2,1,4,1,1579155456.0,16,438304768.0
2,1,4,1,1,2,4,1,1579155456.0,16,438304768.0
1,1,4,2,1,8,1,1,1581252608.0,16,445120512.0
1,8,1,1,1,1,4,2,1581252608.0,16,445120512.0
1,1,4,2,1,4,2,1,1585446912.0,16,447217664.0
1,1,8,1,1,4,1,2,1585446912.0,16,447217664.0
1,4,1,2,1,1,8,1,1585446912.0,16,447217664.0
1,4,2,1,1,1,4,2,1585446912.0,16,447217664.0
1,1,8,1,2,2,2,1,1589641216.0,16,447217664.0
1,1,8,1,2,4,1,1,1589641216.0,16,445120512.0
2,2,2,1,1,1,8,1,1589641216.0,16,447217664.0
2,4,1,1,1,1,8,1,1589641216.0,16,445120512.0
1,1,4,2,1,2,4,1,1593835520.0,16,454557696.0
1,1,8,1,1,2,2,2,1593835520.0,16,454557696.0
1,2,2,2,1,1,8,1,1593835520.0,16,454557696.0
1,2,4,1,1,1,4,2,1593835520.0,16,454557696.0
1,1,8,1,2,1,4,1,1595932672.0,16,454557696.0
2,1,4,1,1,1,8,1,1595932672.0,16,454557696.0
1,1,4,2,1,1,8,1,1610612736.0,16,470810624.0
1,1,8,1,1,1,4,2,1610612736.0,16,470810624.0
1,2,1,1,1,8,1,1,1631584256.0,10,566231040.0
1,8,1,1,1,2,1,1,1631584256.0,10,566231040.0
1,2,1,1,1,4,2,1,1635778560.0,10,568328192.0
1,4,2,1,1,2,1,1,1635778560.0,10,568328192.0
1,2,1,1,1,2,4,1,1644167168.0,10,575668224.0
1,2,4,1,1,2,1,1,1644167168.0,10,575668224.0
1,1,2,1,1,8,1,1,1648361472.0,10,580911104.0
1,8,1,1,1,1,2,1,1648361472.0,10,580911104.0
1,1,2,1,1,4,2,1,1652555776.0,10,583008256.0
1,4,2,1,1,1,2,1,1652555776.0,10,583008256.0
1,1,2,1,1,2,4,1,1660944384.0,10,590348288.0
1,1,8,1,1,2,1,1,1660944384.0,10,591921152.0
1,2,1,1,1,1,8,1,1660944384.0,10,591921152.0
1,2,4,1,1,1,2,1,1660944384.0,10,590348288.0
1,1,2,1,1,1,8,1,1677721600.0,10,606601216.0
1,1,8,1,1,1,2,1,1677721600.0,10,606601216.0
1,8,1,1,1,8,1,2,1820327936.0,24,417333248.0
1,8,1,2,1,8,1,1,1820327936.0,24,417333248.0
1,4,2,1,1,8,1,2,1824522240.0,24,419430400.0
1,4,2,2,1,8,1,1,1824522240.0,24,420478976.0
1,8,1,1,1,4,2,2,1824522240.0,24,420478976.0
1,8,1,1,2,4,2,1,1824522240.0,24,417333248.0
1,8,1,2,1,4,2,1,1824522240.0,24,419430400.0
2,4,2,1,1,8,1,1,1824522240.0,24,417333248.0
1,8,1,1,2,2,4,1,1826619392.0,24,420478976.0
1,8,1,1,2,8,1,1,1826619392.0,24,417333248.0
2,2,4,1,1,8,1,1,1826619392.0,24,420478976.0
2,8,1,1,1,8,1,1,1826619392.0,24,417333248.0
1,4,2,1,1,4,2,2,1828716544.0,24,422576128.0
1,4,2,1,2,4,2,1,1828716544.0,24,419430400.0
1,4,2,2,1,4,2,1,1828716544.0,24,422576128.0
2,4,2,1,1,4,2,1,1828716544.0,24,419430400.0
1,4,2,1,2,2,4,1,1830813696.0,24,422576128.0
1,4,2,1,2,8,1,1,1830813696.0,24,419430400.0
2,2,4,1,1,4,2,1,1830813696.0,24,422576128.0
2,8,1,1,1,4,2,1,1830813696.0,24,419430400.0
1,2,4,1,1,8,1,2,1832910848.0,24,426770432.0
1,2,4,2,1,8,1,1,1832910848.0,24,428343296.0
1,8,1,1,1,2,4,2,1832910848.0,24,428343296.0
1,8,1,2,1,2,4,1,1832910848.0,24,426770432.0
1,8,1,1,2,1,8,1,1833959424.0,24,428343296.0
2,1,8,1,1,8,1,1,1833959424.0,24,428343296.0
1,2,4,1,1,4,2,2,1837105152.0,24,429916160.0
1,2,4,1,2,4,2,1,1837105152.0,24,426770432.0
1,2,4,2,1,4,2,1,1837105152.0,24,430440448.0
1,4,2,1,1,2,4,2,1837105152.0,24,430440448.0
1,4,2,2,1,2,4,1,1837105152.0,24,429916160.0
2,4,2,1,1,2,4,1,1837105152.0,24,426770432.0
1,4,2,1,2,1,8,1,1838153728.0,24,430440448.0
2,1,8,1,1,4,2,1,1838153728.0,24,430440448.0
1,2,4,1,2,2,4,1,1839202304.0,24,429916160.0
1,2,4,1,2,8,1,1,1839202304.0,24,426770432.0
2,2,4,1,1,2,4,1,1839202304.0,24,429916160.0
2,8,1,1,1,2,4,1,1839202304.0,24,426770432.0
1,2,4,1,1,2,4,2,1845493760.0,24,437780480.0
1,2,4,2,1,2,4,1,1845493760.0,24,437780480.0
1,2,4,1,2,1,8,1,1846542336.0,24,437780480.0
2,1,8,1,1,2,4,1,1846542336.0,24,437780480.0
1,1,8,1,1,8,1,2,1849688064.0,24,443023360.0
1,1,8,2,1,8,1,1,1849688064.0,24,444858368.0
1,8,1,1,1,1,8,2,1849688064.0,24,444858368.0
1,8,1,2,1,1,8,1,1849688064.0,24,443023360.0
1,1,8,1,1,4,2,2,1853882368.0,24,446169088.0
1,1,8,1,2,4,2,1,1853882368.0,24,443023360.0
1,1,8,2,1,4,2,1,1853882368.0,24,446955520.0
1,4,2,1,1,1,8,2,1853882368.0,24,446955520.0
1,4,2,2,1,1,8,1,1853882368.0,24,446169088.0
2,4,2,1,1,1,8,1,1853882368.0,24,443023360.0
1,1,8,1,2,2,4,1,1855979520.0,24,446169088.0
1,1,8,1,2,8,1,1,1855979520.0,24,443023360.0
2,2,4,1,1,1,8,1,1855979520.0,24,446169088.0
2,8,1,1,1,1,8,1,1855979520.0,24,443023360.0
1,1,8,1,1,2,4,2,1862270976.0,24,454033408.0
1,1,8,2,1,2,4,1,1862270976.0,24,454295552.0
1,2,4,1,1,1,8,2,1862270976.0,24,454295552.0
1,2,4,2,1,1,8,1,1862270976.0,24,454033408.0
1,1,8,1,2,1,8,1,1863319552.0,24,454033408.0
2,1,8,1,1,1,8,1,1863319552.0,24,454033408.0
1,1,8,1,1,1,8,2,1879048192.0,24,470548480.0
1,1,8,2,1,1,8,1,1879048192.0,24,470548480.0
1,4,1,1,1,8,1,1,1891631104.0,12,557842432.0
1,8,1,1,1,4,1,1,1891631104.0,12,557842432.0
1,4,1,1,1,4,2,1,1895825408.0,12,559939584.0
1,4,2,1,1,4,1,1,1895825408.0,12,559939584.0
1,2,2,1,1,8,1,1,1900019712.0,12,564133888.0
1,8,1,1,1,2,2,1,1900019712.0,12,564133888.0
1,2,2,1,1,4,2,1,1904214016.0,12,566231040.0
1,2,4,1,1,4,1,1,1904214016.0,12,567279616.0
1,4,1,1,1,2,4,1,1904214016.0,12,567279616.0
1,4,2,1,1,2,2,1,1904214016.0,12,566231040.0
1,2,2,1,1,2,4,1,1912602624.0,12,573571072.0
1,2,4,1,1,2,2,1,1912602624.0,12,573571072.0
1,1,4,1,1,8,1,1,1916796928.0,12,579862528.0
1,8,1,1,1,1,4,1,1916796928.0,12,579862528.0
1,1,4,1,1,4,2,1,1920991232.0,12,581959680.0
1,1,8,1,1,4,1,1,1920991232.0,12,583532544.0
1,4,1,1,1,1,8,1,1920991232.0,12,583532544.0
1,4,2,1,1,1,4,1,1920991232.0,12,581959680.0
1,1,4,1,1,2,4,1,1929379840.0,12,589299712.0
1,1,8,1,1,2,2,1,1929379840.0,12,589824000.0
1,2,2,1,1,1,8,1,1929379840.0,12,589824000.0
1,2,4,1,1,1,4,1,1929379840.0,12,589299712.0
1,1,4,1,1,1,8,1,1946157056.0,12,605552640.0
1,1,8,1,1,1,4,1,1946157056.0,12,605552640.0
1,16,1,1,4,1,1,4,2304770048.0,32,300941312.0
4,1,1,4,1,16,1,1,2304770048.0,32,300941312.0
1,8,2,1,4,1,1,4,2306867200.0,32,300941312.0
4,1,1,4,1,8,2,1,2306867200.0,32,300941312.0
1,16,1,1,2,1,1,8,2310012928.0,32,308805632.0
2,1,1,8,1,16,1,1,2310012928.0,32,308805632.0
1,4,4,1,4,1,1,4,2311061504.0,32,304087040.0
4,1,1,4,1,4,4,1,2311061504.0,32,304087040.0
1,8,2,1,2,1,1,8,2312110080.0,32,308805632.0
2,1,1,8,1,8,2,1,2312110080.0,32,308805632.0
1,16,1,1,8,1,1,2,2313158656.0,32,297795584.0
8,1,1,2,1,16,1,1,2313158656.0,32,297795584.0
1,8,2,1,8,1,1,2,2315255808.0,32,297795584.0
8,1,1,2,1,8,2,1,2315255808.0,32,297795584.0
1,4,4,1,2,1,1,8,2316304384.0,32,311951360.0
2,1,1,8,1,4,4,1,2316304384.0,32,311951360.0
1,16,1,1,4,1,1,2,2317352960.0,24,318767104.0
4,1,1,2,1,16,1,1,2317352960.0,24,318767104.0
1,2,8,1,4,1,1,4,2319450112.0,32,311951360.0
1,4,4,1,8,1,1,2,2319450112.0,32,300941312.0
1,8,2,1,4,1,1,2,2319450112.0,24,318767104.0
1,16,1,1,2,1,1,4,2319450112.0,24,326107136.0
2,1,1,4,1,16,1,1,2319450112.0,24,326107136.0
4,1,1,2,1,8,2,1,2319450112.0,24,318767104.0
4,1,1,4,1,2,8,1,2319450112.0,32,311951360.0
8,1,1,2,1,4,4,1,2319450112.0,32,300941312.0
1,8,2,1,2,1,1,4,2321547264.0,24,326107136.0
2,1,1,4,1,8,2,1,2321547264.0,24,326107136.0
1,4,4,1,4,1,1,2,2323644416.0,24,321912832.0
4,1,1,2,1,4,4,1,2323644416.0,24,321912832.0
1,2,8,1,2,1,1,8,2324692992.0,32,319815680.0
2,1,1,8,1,2,8,1,2324692992.0,32,319815680.0
1,1,1,16,1,16,1,1,2325741568.0,32,325320704.0
1,4,4,1,2,1,1,4,2325741568.0,24,329252864.0
1,16,1,1,1,1,1,16,2325741568.0,32,325320704.0
2,1,1,4,1,4,4,1,2325741568.0,24,329252864.0
1,1,1,16,1,8,2,1,2327838720.0,32,325320704.0
1,2,8,1,8,1,1,2,2327838720.0,32,308805632.0
1,8,2,1,1,1,1,16,2327838720.0,32,325320704.0
8,1,1,2,1,2,8,1,2327838720.0,32,308805632.0
1,1,1,16,1,4,4,1,2332033024.0,32,328466432.0
1,2,8,1,4,1,1,2,2332033024.0,24,329777152.0
1,4,4,1,1,1,1,16,2332033024.0,32,328466432.0
4,1,1,2,1,2,8,1,2332033024.0,24,329777152.0
1,1,1,8,1,16,1,1,2334130176.0,24,342360064.0
1,2,8,1,2,1,1,4,2334130176.0,24,337117184.0
1,16,1,1,1,1,1,8,2334130176.0,24,342360064.0
2,1,1,4,1,2,8,1,2334130176.0,24,337117184.0
1,1,1,8,1,8,2,1,2336227328.0,24,342360064.0
1,1,16,1,4,1,1,4,2336227328.0,32,328466432.0
1,8,2,1,1,1,1,8,2336227328.0,24,342360064.0
4,1,1,4,1,1,16,1,2336227328.0,32,328466432.0
1,16,1,1,2,1,1,2,2338324480.0,20,360710144.0
1,16,1,1,8,1,1,1,2338324480.0,24,316669952.0
2,1,1,2,1,16,1,1,2338324480.0,20,360710144.0
8,1,1,1,1,16,1,1,2338324480.0,24,316669952.0
1,1,1,8,1,4,4,1,2340421632.0,24,345505792.0
1,1,1,16,1,2,8,1,2340421632.0,32,336330752.0
1,2,8,1,1,1,1,16,2340421632.0,32,336330752.0
1,4,4,1,1,1,1,8,2340421632.0,24,345505792.0
1,8,2,1,2,1,1,2,2340421632.0,20,360710144.0
1,8,2,1,8,1,1,1,2340421632.0,24,316669952.0
2,1,1,2,1,8,2,1,2340421632.0,20,360710144.0
8,1,1,1,1,8,2,1,2340421632.0,24,316669952.0
1,1,16,1,2,1,1,8,2341470208.0,32,336330752.0
2,1,1,8,1,1,16,1,2341470208.0,32,336330752.0
1,16,1,1,4,1,1,1,2342518784.0,20,354418688.0
4,1,1,1,1,16,1,1,2342518784.0,20,354418688.0
1,1,16,1,8,1,1,2,2344615936.0,32,325320704.0
1,4,4,1,2,1,1,2,2344615936.0,20,363855872.0
1,4,4,1,8,1,1,1,2344615936.0,24,319815680.0
1,8,2,1,4,1,1,1,2344615936.0,20,354418688.0
1,16,1,1,2,2,1,4,2344615936.0,32,317718528.0
2,1,1,2,1,4,4,1,2344615936.0,20,363855872.0
2,2,1,4,1,16,1,1,2344615936.0,32,317718528.0
4,1,1,1,1,8,2,1,2344615936.0,20,354418688.0
8,1,1,1,1,4,4,1,2344615936.0,24,319815680.0
8,1,1,2,1,1,16,1,2344615936.0,32,325320704.0
1,8,2,1,2,2,1,4,2346713088.0,32,317718528.0
1,16,1,1,4,1,2,2,2346713088.0,32,317718528.0
1,16,1,1,4,2,1,2,2346713088.0,32,314572800.0
2,2,1,4,1,8,2,1,2346713088.0,32,317718528.0
4,1,2,2,1,16,1,1,2346713088.0,32,317718528.0
4,2,1,2,1,16,1,1,2346713088.0,32,314572800.0
1,1,1,8,1,2,8,1,2348810240.0,24,353370112.0
1,1,16,1,4,1,1,2,2348810240.0,24,346292224.0
1,2,8,1,1,1,1,8,2348810240.0,24,353370112.0
1,4,4,1,4,1,1,1,2348810240.0,20,357564416.0
1,8,2,1,4,1,2,2,2348810240.0,32,317718528.0
1,8,2,1,4,2,1,2,2348810240.0,32,314572800.0
4,1,1,1,1,4,4,1,2348810240.0,20,357564416.0
4,1,1,2,1,1,16,1,2348810240.0,24,346292224.0
4,1,2,2,1,8,2,1,2348810240.0,32,317718528.0
4,2,1,2,1,8,2,1,2348810240.0,32,314572800.0
1,1,1,4,1,16,1,1,2350907392.0,20,376438784.0
1,1,16,1,2,1,1,4,2350907392.0,24,353632256.0
1,2,1,8,1,16,1,1,2350907392.0,32,325582848.0
1,4,4,1,2,2,1,4,2350907392.0,32,320864256.0
1,16,1,1,1,1,1,4,2350907392.0,20,376438784.0
1,16,1,1,1,2,1,8,2350907392.0,32,325582848.0
2,1,1,4,1,1,16,1,2350907392.0,24,353632256.0
2,2,1,4,1,4,4,1,2350907392.0,32,320864256.0
1,16,1,1,2,1,2,4,2351955968.0,32,325582848.0
2,1,2,4,1,16,1,1,2351955968.0,32,325582848.0
1,1,1,4,1,8,2,1,2353004544.0,20,376438784.0
1,2,1,8,1,8,2,1,2353004544.0,32,325582848.0
1,2,8,1,2,1,1,2,2353004544.0,20,371720192.0
1,2,8,1,8,1,1,1,2353004544.0,24,327680000.0
1,4,4,1,4,1,2,2,2353004544.0,32,320864256.0
1,4,4,1,4,2,1,2,2353004544.0,32,317718528.0
1,8,2,1,1,1,1,4,2353004544.0,20,376438784.0
1,8,2,1,1,2,1,8,2353004544.0,32,325582848.0
2,1,1,2,1,2,8,1,2353004544.0,20,371720192.0
4,1,2,2,1,4,4,1,2353004544.0,32,320864256.0
4,2,1,2,1,4,4,1,2353004544.0,32,317718528.0
8,1,1,1,1,2,8,1,2353004544.0,24,327680000.0
