B, F1, F2, H, B, H1, H2, F, comm_cost, num_nodes, mem_cost
2,4,1,2,1,1,2,8,260046848.0,32,140771328.0
4,1,1,1,1,1,4,4,260046848.0,20,180617216.0
1,1,2,2,2,1,1,8,261095424.0,20,202899456.0
2,1,1,8,1,1,2,2,261095424.0,20,202899456.0
1,1,2,8,2,2,2,2,262144000.0,32,143917056.0
1,1,4,4,2,2,1,4,262144000.0,32,143917056.0
1,2,2,4,16,1,1,1,262144000.0,32,107479040.0
1,4,1,4,8,2,1,1,262144000.0,32,116391936.0
2,2,1,4,1,1,4,4,262144000.0,32,143917056.0
2,2,2,2,1,1,2,8,262144000.0,32,143917056.0
2,4,1,2,8,2,1,1,262144000.0,32,113246208.0
8,2,1,1,1,4,1,4,262144000.0,32,116391936.0
8,2,1,1,2,4,1,2,262144000.0,32,113246208.0
16,1,1,1,1,2,2,4,262144000.0,32,107479040.0
2,1,4,2,16,1,1,1,263192576.0,32,107479040.0
16,1,1,1,2,1,4,2,263192576.0,32,107479040.0
1,1,1,16,2,1,2,1,264241152.0,20,203685888.0
1,1,2,2,8,1,1,2,264241152.0,20,191889408.0
1,1,2,8,4,1,4,1,264241152.0,32,143917056.0
1,1,2,8,4,2,2,1,264241152.0,32,140771328.0
1,1,4,4,4,1,2,2,264241152.0,32,143917056.0
1,1,4,4,4,2,1,2,264241152.0,32,140771328.0
2,1,2,1,1,1,1,16,264241152.0,20,203685888.0
2,2,2,2,8,2,1,1,264241152.0,32,116391936.0
4,1,2,2,1,1,4,4,264241152.0,32,143917056.0
4,1,4,1,1,1,2,8,264241152.0,32,143917056.0
4,2,1,2,1,1,4,4,264241152.0,32,140771328.0
4,2,2,1,1,1,2,8,264241152.0,32,140771328.0
4,4,1,1,16,1,1,1,264241152.0,32,96468992.0
8,1,1,2,1,1,2,2,264241152.0,20,191889408.0
8,2,1,1,2,2,2,2,264241152.0,32,116391936.0
16,1,1,1,4,4,1,1,264241152.0,32,96468992.0
4,1,4,1,8,2,1,1,266338304.0,32,116391936.0
4,2,2,1,8,2,1,1,266338304.0,32,113246208.0
8,2,1,1,4,1,4,1,266338304.0,32,116391936.0
8,2,1,1,4,2,2,1,266338304.0,32,113246208.0
1,1,1,1,1,1,1,2,268435456.0,3,476053504.0
1,1,1,2,1,1,1,1,268435456.0,3,476053504.0
1,1,1,4,1,1,4,4,268435456.0,20,202637312.0
1,1,1,8,1,2,1,2,268435456.0,12,220725248.0
1,1,1,8,2,2,1,1,268435456.0,12,214433792.0
1,1,2,2,4,1,1,2,268435456.0,12,212860928.0
1,1,2,4,1,1,2,4,268435456.0,16,202375168.0
1,1,2,8,1,2,2,4,268435456.0,32,151781376.0
1,1,4,4,1,1,1,4,268435456.0,20,202637312.0
1,1,4,4,1,2,1,8,268435456.0,32,151781376.0
1,2,1,2,1,1,1,8,268435456.0,12,220725248.0
1,2,1,8,1,1,4,4,268435456.0,32,151781376.0
1,2,2,4,1,1,2,8,268435456.0,32,151781376.0
1,4,1,4,2,1,1,1,268435456.0,18,231735296.0
2,1,1,1,1,4,1,4,268435456.0,18,231735296.0
2,1,1,1,2,4,1,2,268435456.0,18,228589568.0
2,2,1,1,1,1,1,8,268435456.0,12,214433792.0
2,4,1,2,2,1,1,1,268435456.0,18,228589568.0
4,1,1,2,1,1,2,2,268435456.0,12,212860928.0
1,1,2,8,2,1,4,2,269484032.0,32,151781376.0
1,1,4,4,2,1,2,4,269484032.0,32,151781376.0
2,1,2,4,1,1,4,4,269484032.0,32,151781376.0
2,1,4,2,1,1,2,8,269484032.0,32,151781376.0
1,1,2,2,2,1,1,4,270532608.0,12,220200960.0
1,1,2,8,4,4,1,1,270532608.0,32,140771328.0
1,2,2,4,8,2,1,1,270532608.0,32,124256256.0
2,1,1,1,2,2,2,2,270532608.0,18,231735296.0
2,1,1,4,1,1,2,2,270532608.0,12,220200960.0
2,2,2,2,2,1,1,1,270532608.0,18,231735296.0
4,4,1,1,1,1,2,8,270532608.0,32,140771328.0
8,2,1,1,1,2,2,4,270532608.0,32,124256256.0
2,1,4,2,8,2,1,1,271581184.0,32,124256256.0
8,2,1,1,2,1,4,2,271581184.0,32,124256256.0
1,1,1,8,2,1,2,1,272629760.0,12,220725248.0
1,1,4,4,8,1,2,1,272629760.0,32,140771328.0
1,2,1,2,2,1,1,2,272629760.0,8,239075328.0
1,2,1,2,8,1,1,1,272629760.0,12,195035136.0
2,1,1,1,4,1,4,1,272629760.0,18,231735296.0
2,1,1,1,4,2,2,1,272629760.0,18,228589568.0
2,1,1,2,1,2,1,2,272629760.0,8,239075328.0
2,1,1,2,2,2,1,1,272629760.0,8,232783872.0
2,1,2,1,1,1,1,8,272629760.0,12,220725248.0
2,2,1,1,2,1,1,2,272629760.0,8,232783872.0
2,2,1,1,8,1,1,1,272629760.0,12,188743680.0
4,1,4,1,2,1,1,1,272629760.0,18,231735296.0
4,2,2,1,2,1,1,1,272629760.0,18,228589568.0
4,4,1,1,8,2,1,1,272629760.0,32,113246208.0
8,1,1,1,1,2,1,2,272629760.0,12,195035136.0
8,1,1,1,2,2,1,1,272629760.0,12,188743680.0
8,1,2,1,1,1,4,4,272629760.0,32,140771328.0
8,2,1,1,4,4,1,1,272629760.0,32,113246208.0
1,1,1,2,1,4,1,4,276824064.0,18,246415360.0
1,1,1,2,2,4,1,2,276824064.0,18,243269632.0
1,1,1,16,1,1,2,2,276824064.0,20,219414528.0
1,1,2,2,1,1,1,16,276824064.0,20,219414528.0
1,2,1,2,4,1,1,1,276824064.0,8,232783872.0
1,2,2,4,2,1,1,1,276824064.0,18,239599616.0
1,4,1,4,1,1,1,2,276824064.0,18,246415360.0
2,1,1,1,1,2,2,4,276824064.0,18,239599616.0
2,1,1,2,2,1,2,1,276824064.0,8,239075328.0
2,1,2,1,2,1,1,2,276824064.0,8,239075328.0
2,1,2,1,8,1,1,1,276824064.0,12,195035136.0
2,2,1,1,4,1,1,1,276824064.0,8,226492416.0
2,4,1,2,1,1,1,2,276824064.0,18,243269632.0
4,1,1,1,1,2,1,2,276824064.0,8,232783872.0
4,1,1,1,2,2,1,1,276824064.0,8,226492416.0
8,1,1,1,2,1,2,1,276824064.0,12,195035136.0
2,1,1,1,2,1,4,2,277872640.0,18,239599616.0
2,1,4,2,2,1,1,1,277872640.0,18,239599616.0
1,1,1,2,2,2,2,2,278921216.0,18,246415360.0
1,1,4,4,16,1,1,1,278921216.0,32,123994112.0
1,2,1,2,2,2,1,4,278921216.0,20,196083712.0
2,1,1,1,4,4,1,1,278921216.0,18,228589568.0
2,2,1,1,2,2,1,4,278921216.0,20,189792256.0
2,2,1,4,1,2,1,2,278921216.0,20,196083712.0
2,2,1,4,2,2,1,1,278921216.0,20,189792256.0
2,2,2,2,1,1,1,2,278921216.0,18,246415360.0
4,4,1,1,2,1,1,1,278921216.0,18,228589568.0
16,1,1,1,1,1,4,4,278921216.0,32,123994112.0
1,1,1,1,2,2,1,2,281018368.0,9,383778816.0
1,1,1,2,4,1,4,1,281018368.0,18,246415360.0
1,1,1,2,4,2,2,1,281018368.0,18,243269632.0
1,2,1,2,4,1,2,2,281018368.0,20,196083712.0
1,2,1,2,4,2,1,2,281018368.0,20,192937984.0
2,1,2,1,4,1,1,1,281018368.0,8,232783872.0
2,2,1,1,4,1,2,2,281018368.0,20,189792256.0
2,2,1,1,4,2,1,2,281018368.0,20,186646528.0
2,2,1,2,1,1,1,1,281018368.0,9,383778816.0
4,1,1,1,2,1,2,1,281018368.0,8,232783872.0
4,1,2,2,1,2,1,2,281018368.0,20,196083712.0
4,1,2,2,2,2,1,1,281018368.0,20,189792256.0
4,1,4,1,1,1,1,2,281018368.0,18,246415360.0
4,2,1,2,1,2,1,2,281018368.0,20,192937984.0
4,2,1,2,2,2,1,1,281018368.0,20,186646528.0
4,2,2,1,1,1,1,2,281018368.0,18,243269632.0
2,1,2,1,2,2,1,4,283115520.0,20,196083712.0
2,2,1,4,2,1,2,1,283115520.0,20,196083712.0
1,1,1,1,1,2,1,4,285212672.0,9,391118848.0
1,1,1,1,4,1,2,1,285212672.0,9,383778816.0
1,1,1,2,1,2,2,4,285212672.0,18,254279680.0
1,1,1,4,1,2,1,2,285212672.0,8,254803968.0
1,1,1,4,2,2,1,1,285212672.0,8,248512512.0
1,1,1,8,1,1,2,2,285212672.0,12,236453888.0
1,1,2,2,1,1,1,8,285212672.0,12,236453888.0
1,1,2,8,1,1,4,4,285212672.0,32,168296448.0
1,1,4,4,1,1,2,8,285212672.0,32,168296448.0
1,2,1,2,1,1,1,4,285212672.0,8,254803968.0
1,2,1,2,1,2,1,8,285212672.0,20,203948032.0
1,2,1,4,1,1,1,1,285212672.0,9,391118848.0
1,2,1,8,1,2,1,2,285212672.0,20,203948032.0
1,2,1,8,2,2,1,1,285212672.0,20,197656576.0
1,2,2,4,1,1,1,2,285212672.0,18,254279680.0
2,1,2,1,4,1,2,2,285212672.0,20,196083712.0
2,1,2,1,4,2,1,2,285212672.0,20,192937984.0
2,2,1,1,1,1,1,4,285212672.0,8,248512512.0
2,2,1,1,1,2,1,8,285212672.0,20,197656576.0
4,1,2,1,1,1,1,1,285212672.0,9,383778816.0
4,1,2,2,2,1,2,1,285212672.0,20,196083712.0
4,2,1,2,2,1,2,1,285212672.0,20,192937984.0
1,1,1,2,2,1,4,2,286261248.0,18,254279680.0
1,2,1,2,2,1,2,4,286261248.0,20,203948032.0
2,1,2,4,1,2,1,2,286261248.0,20,203948032.0
2,1,2,4,2,2,1,1,286261248.0,20,197656576.0
2,1,4,2,1,1,1,2,286261248.0,18,254279680.0
2,2,1,1,2,1,2,4,286261248.0,20,197656576.0
1,1,1,1,2,1,2,2,287309824.0,9,391118848.0
1,1,1,2,4,4,1,1,287309824.0,18,243269632.0
1,1,4,4,8,2,1,1,287309824.0,32,140771328.0
2,1,2,2,1,1,1,1,287309824.0,9,391118848.0
4,4,1,1,1,1,1,2,287309824.0,18,243269632.0
8,2,1,1,1,1,4,4,287309824.0,32,140771328.0
1,1,1,1,4,2,1,1,289406976.0,9,381681664.0
1,1,1,4,2,1,2,1,289406976.0,8,254803968.0
1,1,2,2,2,1,1,2,289406976.0,8,254803968.0
1,1,2,2,8,1,1,1,289406976.0,12,210763776.0
1,2,1,2,8,1,2,1,289406976.0,20,192937984.0
1,2,1,8,2,1,2,1,289406976.0,20,203948032.0
1,4,1,4,2,2,1,2,289406976.0,24,154140672.0
2,1,1,2,1,1,2,2,289406976.0,8,254803968.0
2,1,2,1,1,1,1,4,289406976.0,8,254803968.0
2,1,2,1,1,2,1,8,289406976.0,20,203948032.0
2,2,1,1,8,1,2,1,289406976.0,20,186646528.0
2,2,1,2,1,4,1,4,289406976.0,24,154140672.0
2,2,1,2,2,4,1,2,289406976.0,24,150994944.0
2,4,1,2,2,2,1,2,289406976.0,24,150994944.0
4,2,1,1,1,1,1,1,289406976.0,9,381681664.0
8,1,1,1,1,1,2,2,289406976.0,12,210763776.0
8,1,2,1,1,2,1,2,289406976.0,20,192937984.0
8,1,2,1,2,2,1,1,289406976.0,20,186646528.0
2,1,2,1,2,1,2,4,290455552.0,20,203948032.0
2,1,2,4,2,1,2,1,290455552.0,20,203948032.0
2,2,1,2,2,2,2,2,291504128.0,24,154140672.0
2,2,2,2,2,2,1,2,291504128.0,24,154140672.0
1,1,2,2,4,1,1,1,293601280.0,8,248512512.0
1,1,4,4,2,1,1,1,293601280.0,18,256114688.0
1,2,1,4,1,4,1,4,293601280.0,24,161480704.0
1,2,1,4,2,4,1,2,293601280.0,24,158334976.0
1,4,1,4,1,2,1,4,293601280.0,24,161480704.0
1,4,1,4,4,1,2,1,293601280.0,24,154140672.0
2,1,1,1,1,1,4,4,293601280.0,18,256114688.0
2,1,2,1,8,1,2,1,293601280.0,20,192937984.0
2,2,1,2,4,1,4,1,293601280.0,24,154140672.0
2,2,1,2,4,2,2,1,293601280.0,24,150994944.0
2,4,1,2,1,2,1,4,293601280.0,24,158334976.0
2,4,1,2,4,1,2,1,293601280.0,24,150994944.0
4,1,1,1,1,1,2,2,293601280.0,8,248512512.0
4,1,2,1,1,4,1,4,293601280.0,24,154140672.0
4,1,2,1,2,4,1,2,293601280.0,24,150994944.0
4,1,4,1,2,2,1,2,293601280.0,24,154140672.0
4,2,2,1,2,2,1,2,293601280.0,24,150994944.0
8,1,2,1,2,1,2,1,293601280.0,20,192937984.0
1,1,2,2,2,2,1,4,295698432.0,20,211812352.0
1,2,1,2,16,1,1,1,295698432.0,20,176160768.0
1,2,1,4,2,2,2,2,295698432.0,24,161480704.0
1,4,1,4,2,1,2,2,295698432.0,24,161480704.0
2,1,2,2,1,4,1,4,295698432.0,24,161480704.0
2,1,2,2,2,4,1,2,295698432.0,24,158334976.0
2,2,1,1,16,1,1,1,295698432.0,20,169869312.0
2,2,1,4,1,1,2,2,295698432.0,20,211812352.0
2,2,2,2,1,2,1,4,295698432.0,24,161480704.0
2,2,2,2,4,1,2,1,295698432.0,24,154140672.0
2,4,1,2,2,1,2,2,295698432.0,24,158334976.0
4,1,2,1,2,2,2,2,295698432.0,24,154140672.0
16,1,1,1,1,2,1,2,295698432.0,20,176160768.0
16,1,1,1,2,2,1,1,295698432.0,20,169869312.0
1,1,2,2,4,1,2,2,297795584.0,20,211812352.0
1,1,2,2,4,2,1,2,297795584.0,20,208666624.0
1,2,1,4,4,1,4,1,297795584.0,24,161480704.0
1,2,1,4,4,2,2,1,297795584.0,24,158334976.0
1,2,2,4,2,2,1,2,297795584.0,24,162004992.0
1,4,1,4,4,2,1,1,297795584.0,24,152043520.0
2,1,2,2,2,2,2,2,297795584.0,24,161480704.0
2,2,1,2,1,2,2,4,297795584.0,24,162004992.0
2,2,2,2,2,1,2,2,297795584.0,24,161480704.0
2,4,1,2,4,2,1,1,297795584.0,24,148897792.0
4,1,2,1,4,1,4,1,297795584.0,24,154140672.0
4,1,2,1,4,2,2,1,297795584.0,24,150994944.0
4,1,2,2,1,1,2,2,297795584.0,20,211812352.0
4,1,4,1,1,2,1,4,297795584.0,24,161480704.0
4,1,4,1,4,1,2,1,297795584.0,24,154140672.0
4,2,1,1,1,4,1,4,297795584.0,24,152043520.0
4,2,1,1,2,4,1,2,297795584.0,24,148897792.0
4,2,1,2,1,1,2,2,297795584.0,20,208666624.0
4,2,2,1,1,2,1,4,297795584.0,24,158334976.0
4,2,2,1,4,1,2,1,297795584.0,24,150994944.0
2,1,4,2,2,2,1,2,298844160.0,24,162004992.0
2,2,1,2,2,1,4,2,298844160.0,24,162004992.0
2,1,2,1,16,1,1,1,299892736.0,20,176160768.0
2,1,2,2,4,1,4,1,299892736.0,24,161480704.0
2,1,2,2,4,2,2,1,299892736.0,24,158334976.0
2,2,1,2,4,4,1,1,299892736.0,24,150994944.0
2,2,2,2,4,2,1,1,299892736.0,24,152043520.0
4,1,4,1,2,1,2,2,299892736.0,24,161480704.0
4,2,1,1,2,2,2,2,299892736.0,24,152043520.0
4,2,2,1,2,1,2,2,299892736.0,24,158334976.0
4,4,1,1,2,2,1,2,299892736.0,24,150994944.0
16,1,1,1,2,1,2,1,299892736.0,20,176160768.0
1,1,1,1,1,1,2,4,301989888.0,9,407371776.0
1,1,1,2,1,1,4,4,301989888.0,18,270794752.0
1,1,1,4,1,1,2,2,301989888.0,8,270532608.0
1,1,2,2,1,1,1,4,301989888.0,8,270532608.0
1,1,2,2,1,2,1,8,301989888.0,20,219676672.0
1,1,2,4,1,1,1,1,301989888.0,9,407371776.0
1,1,2,8,1,2,1,2,301989888.0,20,220463104.0
1,1,2,8,2,2,1,1,301989888.0,20,214171648.0
1,1,4,4,1,1,1,2,301989888.0,18,270794752.0
1,2,1,2,1,1,2,8,301989888.0,20,220463104.0
1,2,1,4,1,2,2,4,301989888.0,24,169345024.0
1,2,1,8,1,1,2,2,301989888.0,20,219676672.0
1,2,2,4,1,2,1,4,301989888.0,24,169345024.0
1,2,2,4,4,1,2,1,301989888.0,24,162004992.0
2,2,1,1,1,1,2,8,301989888.0,20,214171648.0
4,1,2,1,1,2,2,4,301989888.0,24,162004992.0
4,1,4,1,4,2,1,1,301989888.0,24,152043520.0
4,2,1,1,4,1,4,1,301989888.0,24,152043520.0
4,2,1,1,4,2,2,1,301989888.0,24,148897792.0
4,2,2,1,4,2,1,1,301989888.0,24,148897792.0
1,1,2,2,2,1,2,4,303038464.0,20,219676672.0
1,2,1,4,2,1,4,2,303038464.0,24,169345024.0
2,1,2,4,1,1,2,2,303038464.0,20,219676672.0
2,1,4,2,1,2,1,4,303038464.0,24,169345024.0
2,1,4,2,4,1,2,1,303038464.0,24,162004992.0
4,1,2,1,2,1,4,2,303038464.0,24,162004992.0
1,2,1,2,8,2,1,1,304087040.0,20,192937984.0
1,2,1,4,4,4,1,1,304087040.0,24,158334976.0
1,2,2,4,2,1,2,2,304087040.0,24,169345024.0
2,1,2,2,1,2,2,4,304087040.0,24,169345024.0
2,2,1,1,8,2,1,1,304087040.0,20,186646528.0
4,1,2,1,4,4,1,1,304087040.0,24,150994944.0
4,4,1,1,1,2,1,4,304087040.0,24,158334976.0
4,4,1,1,4,1,2,1,304087040.0,24,150994944.0
8,2,1,1,1,2,1,2,304087040.0,20,192937984.0
8,2,1,1,2,2,1,1,304087040.0,20,186646528.0
2,1,2,2,2,1,4,2,305135616.0,24,169345024.0
2,1,4,2,2,1,2,2,305135616.0,24,169345024.0
1,1,2,2,8,1,2,1,306184192.0,20,208666624.0
1,1,2,8,2,1,2,1,306184192.0,20,220463104.0
1,2,2,4,4,2,1,1,306184192.0,24,159907840.0
2,1,2,1,1,1,2,8,306184192.0,20,220463104.0
2,1,2,2,4,4,1,1,306184192.0,24,158334976.0
4,2,1,1,1,2,2,4,306184192.0,24,159907840.0
4,4,1,1,2,1,2,2,306184192.0,24,158334976.0
8,1,2,1,1,1,2,2,306184192.0,20,208666624.0
2,1,4,2,4,2,1,1,307232768.0,24,159907840.0
4,2,1,1,2,1,4,2,307232768.0,24,159907840.0
2,1,2,1,8,2,1,1,308281344.0,20,192937984.0
4,2,1,1,4,4,1,1,308281344.0,24,148897792.0
4,4,1,1,4,2,1,1,308281344.0,24,148897792.0
8,2,1,1,2,1,2,1,308281344.0,20,192937984.0
1,1,2,4,1,4,1,4,310378496.0,24,177733632.0
1,1,2,4,2,4,1,2,310378496.0,24,174587904.0
1,2,1,2,2,1,1,1,310378496.0,6,308281344.0
1,4,1,4,1,1,2,4,310378496.0,24,177733632.0
2,1,1,1,1,2,1,2,310378496.0,6,308281344.0
2,1,1,1,2,2,1,1,310378496.0,6,301989888.0
2,2,1,1,2,1,1,1,310378496.0,6,301989888.0
2,4,1,2,1,1,2,4,310378496.0,24,174587904.0
1,1,2,2,16,1,1,1,312475648.0,20,191889408.0
1,1,2,4,2,2,2,2,312475648.0,24,177733632.0
2,2,2,2,1,1,2,4,312475648.0,24,177733632.0
16,1,1,1,1,1,2,2,312475648.0,20,191889408.0
1,1,2,4,4,1,4,1,314572800.0,24,177733632.0
1,1,2,4,4,2,2,1,314572800.0,24,174587904.0
1,1,4,4,2,2,1,2,314572800.0,24,178520064.0
2,1,1,1,2,1,2,1,314572800.0,6,308281344.0
2,1,2,1,2,1,1,1,314572800.0,6,308281344.0
2,2,1,2,1,1,4,4,314572800.0,24,178520064.0
4,1,4,1,1,1,2,4,314572800.0,24,177733632.0
4,2,2,1,1,1,2,4,314572800.0,24,174587904.0
1,1,1,2,1,2,1,2,318767104.0,6,322961408.0
1,1,1,2,2,2,1,1,318767104.0,6,316669952.0
1,1,2,2,1,1,2,8,318767104.0,20,236191744.0
1,1,2,4,1,2,2,4,318767104.0,24,185597952.0
1,1,2,8,1,1,2,2,318767104.0,20,236191744.0
1,1,4,4,1,2,1,4,318767104.0,24,185860096.0
1,1,4,4,4,1,2,1,318767104.0,24,178520064.0
1,2,1,2,1,1,1,2,318767104.0,6,322961408.0
1,2,1,4,1,1,4,4,318767104.0,24,185860096.0
1,2,2,4,1,1,2,4,318767104.0,24,185597952.0
2,2,1,1,1,1,1,2,318767104.0,6,316669952.0
4,1,2,1,1,1,4,4,318767104.0,24,178520064.0
1,1,2,4,2,1,4,2,319815680.0,24,185597952.0
2,1,4,2,1,1,2,4,319815680.0,24,185597952.0
1,1,2,2,8,2,1,1,320864256.0,20,208666624.0
1,1,2,4,4,4,1,1,320864256.0,24,174587904.0
1,1,4,4,2,1,2,2,320864256.0,24,185860096.0
2,1,2,2,1,1,4,4,320864256.0,24,185860096.0
4,4,1,1,1,1,2,4,320864256.0,24,174587904.0
8,2,1,1,1,1,2,2,320864256.0,20,208666624.0
1,1,1,2,2,1,2,1,322961408.0,6,322961408.0
1,1,4,4,4,2,1,1,322961408.0,24,176422912.0
2,1,2,1,1,1,1,2,322961408.0,6,322961408.0
4,2,1,1,1,1,4,4,322961408.0,24,176422912.0
1,1,2,2,2,1,1,1,327155712.0,6,324009984.0
2,1,1,1,1,1,2,2,327155712.0,6,324009984.0
1,2,1,2,2,2,1,2,331350016.0,12,230686720.0
2,2,1,1,2,2,1,2,331350016.0,12,224395264.0
2,2,1,2,1,2,1,2,331350016.0,12,230686720.0
2,2,1,2,2,2,1,1,331350016.0,12,224395264.0
1,1,1,1,1,1,1,1,335544320.0,2,612368384.0
1,1,1,2,1,1,2,2,335544320.0,6,338690048.0
1,1,2,2,1,1,1,2,335544320.0,6,338690048.0
1,1,2,4,1,1,4,4,335544320.0,24,202113024.0
1,1,4,4,1,1,2,4,335544320.0,24,202113024.0
1,2,1,2,1,2,1,4,335544320.0,12,238026752.0
1,2,1,2,4,1,2,1,335544320.0,12,230686720.0
1,2,1,4,1,2,1,2,335544320.0,12,238026752.0
1,2,1,4,2,2,1,1,335544320.0,12,231735296.0
2,1,2,1,2,2,1,2,335544320.0,12,230686720.0
2,2,1,1,1,2,1,4,335544320.0,12,231735296.0
2,2,1,1,4,1,2,1,335544320.0,12,224395264.0
2,2,1,2,2,1,2,1,335544320.0,12,230686720.0
4,1,2,1,1,2,1,2,335544320.0,12,230686720.0
4,1,2,1,2,2,1,1,335544320.0,12,224395264.0
1,2,1,2,2,1,2,2,337641472.0,12,238026752.0
2,1,2,2,1,2,1,2,337641472.0,12,238026752.0
2,1,2,2,2,2,1,1,337641472.0,12,231735296.0
2,2,1,1,2,1,2,2,337641472.0,12,231735296.0
1,2,1,2,4,2,1,1,339738624.0,12,228589568.0
1,2,1,4,2,1,2,1,339738624.0,12,238026752.0
2,1,2,1,1,2,1,4,339738624.0,12,238026752.0
2,1,2,1,4,1,2,1,339738624.0,12,230686720.0
2,2,1,1,4,2,1,1,339738624.0,12,222298112.0
4,1,2,1,2,1,2,1,339738624.0,12,230686720.0
4,2,1,1,1,2,1,2,339738624.0,12,228589568.0
4,2,1,1,2,2,1,1,339738624.0,12,222298112.0
2,1,2,1,2,1,2,2,341835776.0,12,238026752.0
2,1,2,2,2,1,2,1,341835776.0,12,238026752.0
1,1,1,1,1,4,1,4,343932928.0,17,382730240.0
1,1,1,1,2,4,1,2,343932928.0,17,379584512.0
1,4,1,4,1,1,1,1,343932928.0,17,382730240.0
2,1,2,1,4,2,1,1,343932928.0,12,228589568.0
2,4,1,2,1,1,1,1,343932928.0,17,379584512.0
4,2,1,1,2,1,2,1,343932928.0,12,228589568.0
1,1,1,1,2,2,2,2,346030080.0,17,382730240.0
2,2,2,2,1,1,1,1,346030080.0,17,382730240.0
1,1,1,1,4,1,4,1,348127232.0,17,382730240.0
1,1,1,1,4,2,2,1,348127232.0,17,379584512.0
1,1,2,2,2,2,1,2,348127232.0,12,246415360.0
2,2,1,2,1,1,2,2,348127232.0,12,246415360.0
4,1,4,1,1,1,1,1,348127232.0,17,382730240.0
4,2,2,1,1,1,1,1,348127232.0,17,379584512.0
1,1,1,1,1,2,2,4,352321536.0,17,390594560.0
1,1,2,2,1,2,1,4,352321536.0,12,253755392.0
1,1,2,2,4,1,2,1,352321536.0,12,246415360.0
1,1,2,4,1,2,1,2,352321536.0,12,254279680.0
1,1,2,4,2,2,1,1,352321536.0,12,247988224.0
1,2,1,2,1,1,2,4,352321536.0,12,254279680.0
1,2,1,4,1,1,2,2,352321536.0,12,253755392.0
1,2,2,4,1,1,1,1,352321536.0,17,390594560.0
1,4,1,4,1,4,1,4,352321536.0,32,153092096.0
1,4,1,4,2,4,1,2,352321536.0,32,149946368.0
2,2,1,1,1,1,2,4,352321536.0,12,247988224.0
2,4,1,2,1,4,1,4,352321536.0,32,149946368.0
2,4,1,2,2,4,1,2,352321536.0,32,146800640.0
4,1,2,1,1,1,2,2,352321536.0,12,246415360.0
1,1,1,1,2,1,4,2,353370112.0,17,390594560.0
2,1,4,2,1,1,1,1,353370112.0,17,390594560.0
1,1,1,1,4,4,1,1,354418688.0,17,379584512.0
1,1,2,2,2,1,2,2,354418688.0,12,253755392.0
1,4,1,4,2,2,2,2,354418688.0,32,153092096.0
2,1,2,2,1,1,2,2,354418688.0,12,253755392.0
2,2,2,2,1,4,1,4,354418688.0,32,153092096.0
2,2,2,2,2,4,1,2,354418688.0,32,149946368.0
2,4,1,2,2,2,2,2,354418688.0,32,149946368.0
4,4,1,1,1,1,1,1,354418688.0,17,379584512.0
1,1,2,2,4,2,1,1,356515840.0,12,244318208.0
1,1,2,4,2,1,2,1,356515840.0,12,254279680.0
1,4,1,4,4,1,4,1,356515840.0,32,153092096.0
1,4,1,4,4,2,2,1,356515840.0,32,149946368.0
2,1,2,1,1,1,2,4,356515840.0,12,254279680.0
2,2,2,2,2,2,2,2,356515840.0,32,153092096.0
2,4,1,2,4,1,4,1,356515840.0,32,149946368.0
2,4,1,2,4,2,2,1,356515840.0,32,146800640.0
4,1,4,1,1,4,1,4,356515840.0,32,153092096.0
4,1,4,1,2,4,1,2,356515840.0,32,149946368.0
4,2,1,1,1,1,2,2,356515840.0,12,244318208.0
4,2,2,1,1,4,1,4,356515840.0,32,149946368.0
4,2,2,1,2,4,1,2,356515840.0,32,146800640.0
2,2,2,2,4,1,4,1,358612992.0,32,153092096.0
2,2,2,2,4,2,2,1,358612992.0,32,149946368.0
4,1,4,1,2,2,2,2,358612992.0,32,153092096.0
4,2,2,1,2,2,2,2,358612992.0,32,149946368.0
1,2,2,4,1,4,1,4,360710144.0,32,160956416.0
1,2,2,4,2,4,1,2,360710144.0,32,157810688.0
1,4,1,4,1,2,2,4,360710144.0,32,160956416.0
2,4,1,2,1,2,2,4,360710144.0,32,157810688.0
4,1,4,1,4,1,4,1,360710144.0,32,153092096.0
4,1,4,1,4,2,2,1,360710144.0,32,149946368.0
4,2,2,1,4,1,4,1,360710144.0,32,149946368.0
4,2,2,1,4,2,2,1,360710144.0,32,146800640.0
1,4,1,4,2,1,4,2,361758720.0,32,160956416.0
2,1,4,2,1,4,1,4,361758720.0,32,160956416.0
2,1,4,2,2,4,1,2,361758720.0,32,157810688.0
2,4,1,2,2,1,4,2,361758720.0,32,157810688.0
1,2,2,4,2,2,2,2,362807296.0,32,160956416.0
1,4,1,4,4,4,1,1,362807296.0,32,149946368.0
2,2,2,2,1,2,2,4,362807296.0,32,160956416.0
2,4,1,2,4,4,1,1,362807296.0,32,146800640.0
4,4,1,1,1,4,1,4,362807296.0,32,149946368.0
4,4,1,1,2,4,1,2,362807296.0,32,146800640.0
2,1,4,2,2,2,2,2,363855872.0,32,160956416.0
2,2,2,2,2,1,4,2,363855872.0,32,160956416.0
1,2,2,4,4,1,4,1,364904448.0,32,160956416.0
1,2,2,4,4,2,2,1,364904448.0,32,157810688.0
1,4,1,2,4,1,1,4,364904448.0,24,170917888.0
2,2,2,2,4,4,1,1,364904448.0,32,149946368.0
4,1,1,4,1,4,1,2,364904448.0,24,170917888.0
4,1,4,1,1,2,2,4,364904448.0,32,160956416.0
